Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
Pelosi Told Colleagues She Would Favor ‘Open’ Nomination Process if Biden Drops Out,2024-07-20T02:55:20+0000,https://www.nytimes.com/2024/07/19/us/politics/nancy-pelosi-joe-biden-drop-out.html,The former House speaker and fellow California lawmakers were discussing the Democratic Party’s stressful state of affairs.,By Annie Karni and Robert Jimison,U.S.,"Pelosi, Nancy, Presidential Election of 2024, Biden, Joseph R Jr, Harris, Kamala D, Democratic Party, Democratic National Convention, Elections, Presidential Elections (US)",former house speaker fellow california lawmakers discussing democratic party stressful state affairs
Republicans Grapple With Next Moves if Democrats Replace Biden,2024-07-19T18:20:19+0000,https://www.nytimes.com/2024/07/19/us/politics/republicans-biden-congress.html,Candidates trying to flip congressional seats have spent months yoking their opponents to the president. A new nominee could scramble that strategy.,"By Kellen Browning, Simon J. Levien and Chris Cameron",U.S.,"Presidential Election of 2024, United States Politics and Government, Elections, House of Representatives, Elections, Senate, Democratic Party, Republican Party, Senate, House of Representatives, Biden, Joseph R Jr, Brown, Sam (1983- ), Trump, Donald J, Harris, Kamala D, Rosen, Jacky (1957- )",candidates trying flip congressional seats spent months yoking opponents president new nominee could scramble strategy
What Joe Biden Just Did Is Utterly Extraordinary,2024-07-21T18:46:08+0000,https://www.nytimes.com/2024/07/21/opinion/joe-biden-drops-out-2024-history.html,"It’s hard to grasp the historical rarity, emotional agony and fundamental humility of what the president just did.",By Frank Bruni,Opinion,"Presidential Election of 2024, Presidential Election of 1968, Primaries and Caucuses, Democratic National Convention, Democratic Party, Republican Party, Biden, Joseph R Jr, Harris, Kamala D, Johnson, Lyndon Baines, Trump, Donald J, United States",hard grasp historical rarity emotional agony fundamental humility president
Ocasio-Cortez Warns of ‘Enormous Peril’ if Democrats Push Biden Aside,2024-07-19T16:28:59+0000,https://www.nytimes.com/2024/07/19/us/politics/aoc-biden-dnc.html,Representative Alexandria Ocasio-Cortez said the idea of having an open Democratic convention where candidates would compete for the nomination was “crazy.”,By Nicholas Fandos,U.S.,"Ocasio-Cortez, Alexandria, Biden, Joseph R Jr, Harris, Kamala D, Democratic Party, House of Representatives, Presidential Election of 2024, United States Politics and Government, Polls and Public Opinion",representative alexandria said idea open democratic convention candidates would compete nomination crazy
Biden Mixes Up Kamala Harris and Donald Trump After Doing the Same With Zelensky and Putin,2024-07-11T23:59:08+0000,https://www.nytimes.com/2024/07/11/us/politics/biden-harris-trump-putin-zelensky.html,The gaffe referring to his own running mate as “Vice President Trump” during a closely watched news conference came shortly after he introduced the president of Ukraine as “President Putin.”,By Chris Cameron,U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J, Zelensky, Volodymyr, Presidential Election of 2024",gaffe referring running mate vice president trump closely watched news conference came shortly introduced president ukraine president putin
Harris Outdoes Biden in 2 State Polls but Has Her Own Weaknesses,2024-07-15T15:42:37+0000,https://www.nytimes.com/2024/07/15/upshot/kamala-harris-biden-poll.html,The polls in Pennsylvania and Virginia were conducted before the Trump rally shooting.,By Nate Cohn,The Upshot,"Polls and Public Opinion, Presidential Election of 2024, Harris, Kamala D, Biden, Joseph R Jr, Trump, Donald J, United States Politics and Government, Pennsylvania, Virginia",polls pennsylvania virginia conducted trump rally shooting
The Embattled Biden Campaign Tests Kamala Harris’s Strength vs. Trump,2024-07-11T16:11:35+0000,https://www.nytimes.com/2024/07/11/us/politics/biden-kamala-harris-poll-trump.html,"The campaign is quietly carrying out a head-to-head survey of voters between the vice president and Donald Trump, in a sign of the uncertainty even atop the Democratic Party.","By Reid J. Epstein, Lisa Lerer, Shane Goldmacher and Maggie Haberman",U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024, Democratic Party, United States Politics and Government, Polls and Public Opinion, Debates (Political), Schumer, Charles E, Democratic National Convention",campaign quietly carrying survey voters vice president donald trump sign uncertainty even atop democratic party
"Indian Americans Become a Political Force, Just as Usha Vance’s Profile Rises",2024-07-20T09:03:01+0000,https://www.nytimes.com/2024/07/20/us/usha-vance-indian-americans-politics.html,"Indian Americans are now the largest and most politically active group among Asian Americans. Among their recent milestones: Vice President Kamala Harris, two G.O.P. presidential candidates — and a possible second lady.",By Amy Qin and Jonathan Wolfe,U.S.,"Presidential Election of 2024, Asian-Americans, Vice Presidents and Vice Presidency (US), Foreign Workers, Chinese-Americans, Politics and Government, Race and Ethnicity, Immigration and Emigration, Indian-Americans, Pew Research Center, University of California, Berkeley, University of California, San Diego, Yale University, Gopalan, Shyamala, Haley, Nikki R, Harris, Kamala D, Jindal, Bobby, Ramaswamy, Vivek (1985- ), Trump, Donald J, Vance, J D, California, Europe, India, San Diego (Calif)",indian americans largest politically active group among asian americans among recent milestones vice president kamala harris two presidential candidates possible second lady
Six Takeaways From the Republican Convention,2024-07-19T06:01:42+0000,https://www.nytimes.com/2024/07/19/us/politics/rnc-trump-takeaways.html,"Donald J. Trump ended a buoyant gathering in Milwaukee with a speech that started solemn, turned rambling and showcased his all-encompassing power over his party.",By Shane Goldmacher,U.S.,"Trump, Donald J, Republican Party, Republican National Convention, Presidential Election of 2024, United States Politics and Government, Conservatism (US Politics), Presidents and Presidency (US), Biden, Joseph R Jr, Harris, Kamala D",donald trump ended buoyant gathering milwaukee speech started solemn turned rambling showcased power party
People Close to Biden Say He Appears to Accept He May Have to Leave the Race,2024-07-18T21:16:48+0000,https://www.nytimes.com/2024/07/18/us/politics/biden-election-drop-out.html,"One person familiar with President Biden’s thinking cautioned that he had not yet made up his mind to leave the race, after three weeks of insisting that almost nothing would drive him out.","By Michael D. Shear, Peter Baker and Katie Rogers",U.S.,"Biden, Joseph R Jr, Democratic Party, Presidential Election of 2024, United States Politics and Government, Harris, Kamala D, Pelosi, Nancy, Polls and Public Opinion, House of Representatives, Senate",one person familiar president biden thinking cautioned yet made mind leave race three weeks insisting almost nothing would drive
Mother Whose Son Died of Fentanyl Poisoning Brings Some Delegates to Tears,2024-07-17T03:47:56+0000,https://www.nytimes.com/2024/07/16/us/politics/anne-fundner-rnc-fentanyl-poisoning.html,"Anne Fundner blamed the death of her 15-year-old son, who took fentanyl-laced pills, on President Biden’s border policies.",By Neil Vigdor,U.S.,"United States Politics and Government, Deaths (Fatalities), Fentanyl, Presidential Election of 2024, Republican National Convention, Opioids and Opiates, Immigration and Emigration, Republican Party, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J, McEnany, Kayleigh, California, Milwaukee (Wis)",anne fundner blamed death son took pills president biden border policies
"Biden ‘Is a Fighter,’ Harris Says in North Carolina",2024-07-11T21:08:58+0000,https://www.nytimes.com/video/us/politics/100000009566744/harris-biden-north-carolina.html,"At a rally in Greensboro, N.C., Vice President Kamala Harris called President Biden a fighter prepared to “get back up” from the challenges facing his campaign.",By The New York Times,U.S.,"North Carolina, Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024",rally greensboro vice president kamala harris called president biden fighter prepared get back challenges facing campaign
Kamala Harris’s Strengths and Weaknesses,2024-07-09T10:39:29+0000,https://www.nytimes.com/2024/07/09/briefing/kamala-harriss-strengths-and-weaknesses.html,We’re covering a potential Harris candidacy.,By David Leonhardt,Briefing,"internal-storyline-no, Presidential Election of 2024, United States Politics and Government, Vice Presidents and Vice Presidency (US), Harris, Kamala D",covering potential harris candidacy
"Biden Says Harris Is Qualified to Be President, but Vows to Remain in Race",2024-07-12T02:02:57+0000,https://www.nytimes.com/2024/07/11/us/politics/kamala-harris-biden-news-conference.html,"Even as the president promoted his vice president’s qualifications alongside his own, he committed the sort of gaffe that has unnerved Democrats, referring to her as “Vice President Trump.”",By Erica L. Green,U.S.,"United States Politics and Government, Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024, Democratic Party, Trump, Donald J",even president promoted vice president qualifications alongside committed sort gaffe unnerved democrats referring vice president trump
"For Kamala Harris, the Challenge of Getting Ready Without Getting Ready",2024-07-09T13:57:44+0000,https://www.nytimes.com/2024/07/09/us/politics/kamala-harris-biden-democrats.html,The vice president has made certain to demonstrate complete loyalty to President Biden.,By Peter Baker and Katie Rogers,U.S.,"Harris, Kamala D, United States Politics and Government, Presidential Election of 2024, Vice Presidents and Vice Presidency (US), Biden, Joseph R Jr",vice president made certain demonstrate complete loyalty president biden
Is Kamala Harris Underrated?,2024-07-05T09:02:25+0000,https://www.nytimes.com/2024/07/05/opinion/ezra-klein-podcast-kamala-harris.html,The political journalist Elaina Plott Calabro traces the political trajectory of the vice president — and why her 2016 image might be just right for 2024.,By ‘The Ezra Klein Show',Opinion,"audio-neutral-informative, Harris, Kamala D, Biden, Joseph R Jr, Democratic Party, Presidential Election of 2020, Presidential Election of 2024",political journalist elaina plott calabro traces political trajectory vice president image might right
"Biden Facing Challenges in Two Must-Win States, Times/Siena Polls Find",2024-07-15T15:01:04+0000,https://www.nytimes.com/2024/07/15/us/politics/pennsylvania-virginia-polls-biden-trump.html,"The polls, taken before the assassination attempt on Donald J. Trump, found President Biden trailing Mr. Trump in Pennsylvania, a swing state critical to his re-election hopes, and slightly ahead in Virginia, a state he won by 10 points in 2020.",By Adam Nagourney and Ruth Igielnik,U.S.,"New York Times/Siena College Poll, Presidential Election of 2024, Biden, Joseph R Jr, Trump, Donald J, Polls and Public Opinion, Pennsylvania, Virginia, Harris, Kamala D",polls taken assassination attempt donald trump found president biden trailing trump pennsylvania swing state critical hopes slightly ahead virginia state points
